player_id,player_name,goals_scored,team_name,nationality,age,position,matches_played
1,Adella Dampier,30,Lyon,Poland,33,Defender,36
2,Rafe Edel,49,Manchester United,Indonesia,39,Midfielder,30
3,Christoper Witz,23,Real Madrid,Sweden,26,Forward,31
4,Riobard Cobden,21,Bayren Leverkusen,Armenia,18,Defender,9
5,Hilliard Sebire,4,Borussia Dortmund,Indonesia,18,Forward,49
6,Chadwick Rastall,23,Manchester United,Germany,38,Defender,48
7,Nikki Zmitruk,18,Borussia Dortmund,Russia,22,Midfielder,19
8,Huntington Meneux,29,Leipzig,Argentina,19,Forward,8
9,Devin Trodden,38,Monaco,China,27,Midfielder,26
10,Germayne Boyall,18,Chelsea,Brazil,30,Defender,38
11,Lenard Stouther,6,Real Madrid,Peru,36,Forward,4
12,Dalia Vautin,20,Liverpool,China,25,Midfielder,23
13,Elvira Corstorphine,46,Seattle Sounders,China,17,Forward,10
14,Gipsy Lavelle,38,PSG,Sweden,31,Midfielder,2
15,Daryl Parchment,3,Manchester City,China,22,Forward,39
16,Cly Slamaker,18,Real Madrid,United Kingdom,23,Midfielder,39
17,Clerc Wellen,40,Everton,Indonesia,38,Defender,46
18,Nickey Yeabsley,14,Manchester United,Poland,29,Forward,33
19,Rex Demsey,8,Manchester City,China,28,Defender,48
20,Moshe Lagden,42,Everton,China,38,Midfielder,8
21,Andie Engall,10,Aston Villa,Brazil,23,Defender,10
22,Gonzales Grimsell,35,Lyon,New Zealand,32,Midfielder,48
23,Gianina O'Hoey,20,Manchester City,Russia,22,Midfielder,21
24,Tybie Onslow,50,Liverpool,Poland,23,Forward,28
25,Chen Filyaev,8,Real Madrid,United States,38,Forward,4
26,Calv Schruurs,3,Leipzig,Paraguay,37,Forward,24
27,Shandee Casier,36,Lyon,China,29,Forward,4
28,Melony Trevascus,19,Monaco,France,17,Forward,3
29,Will Tocknell,38,Arsenal,Belarus,26,Defender,6
30,Lanny Grieger,41,Bayren Munich,Philippines,33,Defender,31
31,Debbie Awdry,16,Newcastle,Luxembourg,20,Midfielder,45
32,Forest Kilmurry,22,Aston Villa,Peru,23,Defender,21
33,Grayce Shingler,36,Monaco,Spain,34,Defender,10
34,Hollis Simeon,43,Tottenham,Ukraine,30,Defender,25
35,Laurens Jenik,8,Borussia Dortmund,Indonesia,29,Defender,5
36,Clo Goodbarr,21,Manchester United,Indonesia,38,Midfielder,10
37,Florenza Stilwell,42,Liverpool,China,31,Midfielder,38
38,Northrup Galier,6,Tottenham,Christmas Island,36,Midfielder,44
39,Faulkner Colvin,43,Liverpool,Sweden,23,Midfielder,0
40,Rhianna Potell,40,Real Madrid,Czech Republic,21,Forward,35
41,Skell Towriss,14,Newcastle,Philippines,28,Midfielder,9
