player_id,player_name,goals_scored,team_name,nationality,age,position,matches_played
1,Christoffer Poulsum,11,Chelsea,Poland,29,Midfielder,1
2,Harley Poley,27,Borussia Dortmund,Brazil,38,Defender,20
3,Burtie O'Criane,10,Arsenal,Guatemala,18,Midfielder,21
4,Cally Spada,14,Bayren Leverkusen,United Kingdom,34,Forward,13
5,Dorie Geeve,39,PSG,China,40,Midfielder,9
6,Torr Lacase,34,Seattle Sounders,France,38,Defender,6
7,Alvy O'Deoran,30,Tottenham,France,17,Midfielder,35
8,Arlyne Redington,11,Chelsea,Brazil,22,Defender,21
9,Alley Capozzi,9,Chelsea,Belarus,31,Defender,3
10,Guilbert Ravel,35,Barcelona,Iran,22,Midfielder,22
11,Morley Digman,14,Arsenal,Poland,29,Midfielder,32
12,Fayina Stranio,11,Monaco,France,32,Midfielder,8
13,Peggy Martinat,5,Arsenal,Hungary,39,Defender,41
14,Tessy Gardener,25,Chelsea,China,38,Defender,2
15,Elayne Aleksandrov,7,Borussia Dortmund,Czech Republic,24,Forward,22
16,Sanderson Beushaw,39,Borussia Dortmund,Kenya,27,Midfielder,8
17,Wren Timson,45,Manchester United,Sweden,40,Forward,35
18,Rodger Gowrich,23,Everton,Philippines,37,Forward,9
19,Margaretha Bale,21,Lyon,Netherlands,26,Midfielder,45
20,Zia Sibbet,35,Arsenal,China,26,Midfielder,39
21,Terra Dowsey,42,Tottenham,Norway,19,Defender,8
22,Katalin Leivers,0,Manchester United,Poland,30,Forward,24
23,Barr Ioannou,10,Monaco,Iran,21,Forward,21
24,Eduardo Whistlecroft,10,Borussia Dortmund,Indonesia,36,Defender,37
25,Everett De Vile,1,Manchester United,Indonesia,33,Forward,38
26,Garold Partington,3,Newcastle,Argentina,28,Midfielder,33
27,Lodovico Mew,50,Tottenham,Poland,37,Forward,30
28,Barbe Regler,38,Newcastle,China,38,Defender,9
29,Augy Madigan,36,Real Madrid,China,40,Midfielder,24
30,Doria Jakoub,40,Borussia Dortmund,Russia,23,Midfielder,5
31,Filmer Mion,45,Manchester City,Brazil,38,Forward,49
32,Talbot Vesty,1,Leipzig,Kuwait,37,Midfielder,19
33,Reggy Rowswell,1,Liverpool,France,18,Forward,45
34,Verney Neat,3,Liverpool,Italy,24,Defender,46
35,Jerome Jessen,12,Chelsea,Ukraine,27,Forward,25
36,Brinn Dallman,26,Monaco,Russia,21,Midfielder,36
37,Merilee Verheyden,34,Newcastle,Argentina,29,Midfielder,8
38,Brynna Withringten,5,Seattle Sounders,Indonesia,25,Midfielder,0
39,Ganny Hoolaghan,44,Seattle Sounders,France,17,Defender,4
40,Dukie Day,19,Manchester City,Poland,26,Forward,42
41,Norton Bertolaccini,19,Real Madrid,United States,27,Midfielder,6
42,Annadiane Chuck,7,Leipzig,Mongolia,27,Midfielder,33
43,Gretel Tincey,34,Liverpool,Estonia,34,Midfielder,45
44,Don Killeley,30,Newcastle,Poland,20,Midfielder,17
45,Ansell Freestone,1,Real Madrid,China,27,Forward,16
46,Rickie Jedrzejczak,19,Liverpool,Macedonia,35,Midfielder,5
47,Allsun Shurrock,2,Borussia Dortmund,Czech Republic,39,Midfielder,25
48,Griffy Videneev,14,PSG,Czech Republic,20,Midfielder,12
49,Brunhilde Kintzel,44,Bayren Leverkusen,United States,29,Defender,49
50,Lari Georgelin,14,Seattle Sounders,China,33,Forward,25
51,Sherwood Schustl,16,Bayren Munich,United States,22,Midfielder,17
52,Betta Fritz,3,Seattle Sounders,Indonesia,31,Forward,18
53,Travers Blumfield,19,Bayren Leverkusen,Indonesia,34,Defender,7
54,Willie Tomkin,38,Newcastle,Indonesia,30,Midfielder,20
55,Dudley Doorly,46,Arsenal,Gambia,21,Forward,46
56,Burlie Chedzoy,18,Barcelona,China,22,Forward,10
57,Ragnar Milburne,0,Leipzig,China,18,Midfielder,7
58,Hersh Bernath,35,Arsenal,Vietnam,33,Midfielder,0
