player_id,player_name,goals_scored,team_name,nationality,age,position,matches_played
1,Dyane Nezey,25,Everton,Russia,32,Defender,20
2,Ynez Brisland,41,Arsenal,Japan,21,Forward,44
3,Aretha Illidge,4,Bayren Leverkusen,Russia,39,Forward,34
4,Aaren Chrystie,3,Manchester United,Poland,36,Midfielder,26
5,Gabrila Lonsdale,20,Monaco,China,35,Defender,44
6,Mariel Cristofari,13,PSG,Indonesia,30,Defender,7
7,Cinderella Antony,19,Manchester United,Philippines,27,Midfielder,31
8,Gregoire Conroy,17,Everton,Moldova,38,Forward,45
9,Wrennie Lopes,41,Aston Villa,Canada,27,Midfielder,5
10,Leland Coppen,18,Leipzig,France,30,Defender,15
11,Guenna Le Pine,27,Borussia Dortmund,China,34,Forward,13
12,Val Linnitt,0,Arsenal,Philippines,26,Midfielder,39
13,Katine Ianitti,37,Manchester United,Peru,40,Midfielder,34
14,Andrei Mehmet,8,Monaco,Indonesia,18,Defender,25
15,Christopher Muckley,14,PSG,Russia,17,Forward,44
16,Andonis Baitey,11,Bayren Leverkusen,China,34,Midfielder,26
17,Issi Verrier,30,Chelsea,United States,20,Defender,23
18,Dulsea Buckles,31,PSG,Japan,22,Midfielder,44
19,Colette Haselden,2,Chelsea,Philippines,27,Defender,36
20,Conway Zorzoni,50,Aston Villa,China,28,Forward,22
21,Shamus Swadon,0,Barcelona,Portugal,18,Defender,27
22,Dulcia Zahor,12,Chelsea,China,36,Midfielder,1
23,Skipper Cannam,30,Newcastle,Czech Republic,21,Defender,48
24,Minda Fittes,35,Monaco,Thailand,33,Forward,19
25,Ferdie Ellard,45,Leipzig,Mexico,21,Forward,26
26,Willow Eglinton,16,Manchester City,Russia,27,Midfielder,24
27,Melessa Krystof,46,Bayren Munich,Swaziland,31,Defender,8
28,Domingo Bonafant,31,Everton,Nepal,21,Forward,45
29,Koralle Eyrl,37,Chelsea,Philippines,30,Defender,50
30,Frank Banstead,38,Lyon,China,25,Midfielder,11
31,Mauricio Lawerence,40,Bayren Leverkusen,Vietnam,34,Defender,31
32,Lonni Stendell,30,Real Madrid,Indonesia,34,Forward,8
33,Alla Okenfold,11,Seattle Sounders,Guam,21,Midfielder,5
34,Garwood Nutter,19,Bayren Leverkusen,Indonesia,22,Defender,29
35,Shaughn Heppenspall,15,Arsenal,China,38,Defender,45
36,Benedikta Matuszynski,4,PSG,South Africa,22,Defender,39
37,Percival Yong,32,Newcastle,Philippines,17,Forward,26
38,Gianina Yetman,18,Bayren Munich,Indonesia,36,Defender,16
39,Ryun O'Rodane,40,Real Madrid,Bolivia,21,Defender,10
40,Britni Lethebridge,50,Newcastle,China,40,Defender,0
41,Collete De Beauchamp,13,Leipzig,Indonesia,35,Forward,21
42,Arch Seefus,30,Lyon,Afghanistan,30,Defender,1
43,Kori Sydes,49,Bayren Leverkusen,Indonesia,25,Forward,23
44,Justinn Hanhard,37,Newcastle,China,30,Midfielder,3
45,Ludovico Rowlatt,28,Monaco,Russia,25,Midfielder,48
46,Lorri Farnes,34,Leipzig,Indonesia,40,Defender,47
47,Rosamond Cuttelar,20,Leipzig,Ivory Coast,27,Defender,33
48,Adelind Dawidowicz,19,Liverpool,Indonesia,31,Midfielder,3
49,Risa Cauldfield,33,Lyon,Japan,17,Midfielder,26
50,Amanda Rainsden,3,Tottenham,Denmark,37,Forward,7
51,Penelopa Grubbe,32,Monaco,Indonesia,24,Forward,16
52,Morgun Pollicatt,0,Borussia Dortmund,Norway,37,Defender,33
53,Lola Dalziell,20,Chelsea,Nigeria,32,Midfielder,49
54,Cornell Nelhams,38,Tottenham,Cameroon,36,Midfielder,21
55,Claiborne Killelea,26,Chelsea,China,27,Midfielder,40
56,Sharla Spring,23,Tottenham,Indonesia,31,Forward,40
57,Jaimie Acors,9,Monaco,Peru,26,Defender,26
58,Gilemette Balint,4,Arsenal,China,21,Defender,25
59,Mina Flounders,26,Aston Villa,Poland,24,Forward,20
60,Gunner Oller,42,Aston Villa,China,30,Midfielder,30
61,Constantino Arenson,35,Monaco,China,24,Forward,32
62,Mortie Calbrathe,11,Liverpool,Indonesia,40,Forward,25
63,Laney Klishin,46,Borussia Dortmund,Argentina,33,Midfielder,12
64,Frances Gandar,0,Manchester City,China,20,Midfielder,27
65,Michal Pleaden,19,Newcastle,Greece,25,Defender,25
66,Cherise Rickcord,18,Everton,China,35,Forward,50
